date,product_id,units_sold,stock_available_end_of_day,promotion_flag,unit_price
2027-11-07,P17,24,80,0,35
2027-11-08,P17,24,114,0,35
2027-11-09,P17,12,92,0,35
2027-11-10,P17,13,92,0,35
2027-11-11,P17,18,101,0,35
2027-11-12,P17,25,110,0,35
2027-11-13,P17,14,116,0,35
2027-11-14,P17,18,38,0,35
2027-11-15,P17,18,96,0,35
2027-11-16,P17,12,78,0,35
2027-11-17,P17,18,52,0,35
2027-11-18,P17,20,138,0,35
2027-11-19,P17,16,126,0,35
2027-11-20,P17,22,137,0,35
2027-11-21,P17,25,55,0,35
2027-11-22,P17,13,132,0,35
2027-11-23,P17,11,133,0,35
2027-11-24,P17,13,96,0,35
2027-11-25,P17,14,79,0,35
2027-11-26,P17,16,136,0,35
2027-11-27,P17,23,33,0,35
2027-11-28,P17,23,122,0,35
2027-11-29,P17,20,131,0,35
2027-11-30,P17,20,101,0,35
2027-12-01,P17,20,57,0,35
2027-12-02,P17,17,46,0,35
2027-12-03,P17,14,109,0,35
2027-12-04,P17,17,126,0,35
2027-12-05,P17,16,39,0,35
2027-12-06,P17,15,98,0,35
2027-12-07,P17,12,79,0,35
2027-12-08,P17,16,72,0,35
2027-12-09,P17,14,118,0,35
2027-12-10,P17,11,122,0,35
2027-12-11,P17,25,41,0,35
2027-12-12,P17,13,101,0,35
2027-12-13,P17,10,54,0,35
2027-12-14,P17,10,23,0,35
2027-12-15,P17,26,39,0,35
2027-12-16,P17,14,101,0,35
2027-12-17,P17,24,35,0,35
2027-12-18,P17,22,94,0,35
2027-12-19,P17,14,116,0,35
2027-12-20,P17,12,109,0,35
2027-12-21,P17,23,25,0,35
2027-12-22,P17,3,93,0,35
2027-12-23,P17,19,126,0,35
2027-12-24,P17,14,101,0,35
2027-12-25,P17,19,67,0,35
2027-12-26,P17,22,47,0,35
2027-12-27,P17,16,118,0,35
2027-12-28,P17,17,36,0,35
2027-12-29,P17,15,116,0,35
2027-12-30,P17,10,43,0,35
2027-12-31,P17,22,56,0,35
2026-01-01,P18,13,48,0,55
2026-01-02,P18,17,46,0,55
2026-01-03,P18,29,122,0,55
2026-01-04,P18,35,134,0,55
2026-01-05,P18,15,106,0,55
2026-01-06,P18,22,45,0,55
2026-01-07,P18,21,41,0,55
2026-01-08,P18,23,23,0,55
2026-01-09,P18,28,106,0,55
2026-01-10,P18,28,42,0,55
2026-01-11,P18,24,69,0,55
2026-01-12,P18,20,119,0,55
2026-01-13,P18,32,65,1,55
2026-01-14,P18,35,39,1,55
2026-01-15,P18,53,130,1,55
2026-01-16,P18,52,65,1,55
2026-01-17,P18,25,74,0,55
2026-01-18,P18,29,62,0,55
2026-01-19,P18,29,48,0,55
2026-01-20,P18,29,106,0,55
2026-01-21,P18,31,54,0,55
2026-01-22,P18,29,110,0,55
2026-01-23,P18,34,78,0,55
2026-01-24,P18,34,89,0,55
2026-01-25,P18,33,67,0,55
2026-01-26,P18,37,71,0,55
2026-01-27,P18,20,78,0,55
2026-01-28,P18,31,40,0,55
2026-01-29,P18,33,96,0,55
2026-01-30,P18,29,133,0,55
2026-01-31,P18,29,25,0,55
2026-02-01,P18,36,98,0,55
2026-02-02,P18,26,56,0,55
2026-02-03,P18,33,41,0,55
2026-02-04,P18,43,134,0,55
2026-02-05,P18,42,73,0,55
2026-02-06,P18,34,29,0,55
2026-02-07,P18,38,132,0,55
2026-02-08,P18,39,68,0,55
2026-02-09,P18,32,116,0,55
2026-02-10,P18,21,112,0,55
2026-02-11,P18,40,50,0,55
2026-02-12,P18,37,123,0,55
2026-02-13,P18,23,60,0,55
2026-02-14,P18,38,133,0,55
2026-02-15,P18,34,134,0,55
2026-02-16,P18,34,72,0,55
2026-02-17,P18,34,99,0,55
2026-02-18,P18,41,93,0,55
2026-02-19,P18,56,105,0,55
2026-02-20,P18,38,71,0,55
2026-02-21,P18,34,46,0,55
2026-02-22,P18,35,68,0,55
2026-02-23,P18,27,51,0,55
2026-02-24,P18,43,66,0,55
2026-02-25,P18,30,29,0,55
2026-02-26,P18,35,55,0,55
2026-02-27,P18,42,139,0,55
2026-02-28,P18,47,69,0,55
2026-03-01,P18,55,89,0,55
2026-03-02,P18,35,90,0,55
2026-03-03,P18,45,48,0,55
2026-03-04,P18,34,118,0,55
2026-03-05,P18,39,60,0,55
2026-03-06,P18,95,77,1,55
2026-03-07,P18,116,93,1,55
2026-03-08,P18,38,111,0,55
2026-03-09,P18,38,68,0,55
2026-03-10,P18,32,84,0,55
2026-03-11,P18,44,133,0,55
2026-03-12,P18,40,56,0,55
2026-03-13,P18,55,66,1,55
2026-03-14,P18,61,127,1,55
2026-03-15,P18,42,59,0,55
2026-03-16,P18,34,41,0,55
2026-03-17,P18,47,44,0,55
2026-03-18,P18,27,33,0,55
2026-03-19,P18,36,62,0,55
2026-03-20,P18,62,107,1,55
2026-03-21,P18,67,110,1,55
2026-03-22,P18,52,64,0,55
2026-03-23,P18,37,84,0,55
2026-03-24,P18,36,135,0,55
2026-03-25,P18,41,71,0,55
2026-03-26,P18,42,76,0,55
2026-03-27,P18,44,89,1,55
2026-03-28,P18,57,67,1,55
2026-03-29,P18,72,98,0,55
2026-03-30,P18,65,109,0,55
2026-03-31,P18,40,45,0,55
2026-04-01,P18,54,73,0,55
2026-04-02,P18,43,55,0,55
2026-04-03,P18,58,128,0,55
2026-04-04,P18,76,119,0,55
2026-04-05,P18,64,87,0,55
2026-04-06,P18,42,74,0,55
2026-04-07,P18,49,70,0,55
2026-04-08,P18,45,76,0,55
2026-04-09,P18,48,67,0,55
2026-04-10,P18,53,82,0,55
2026-04-11,P18,60,58,0,55
2026-04-12,P18,51,99,0,55
2026-04-13,P18,44,76,0,55
2026-04-14,P18,52,132,0,55
2026-04-15,P18,59,91,0,55
2026-04-16,P18,44,72,0,55
2026-04-17,P18,63,114,0,55
2026-04-18,P18,59,95,0,55
2026-04-19,P18,59,89,0,55
2026-04-20,P18,56,100,0,55
2026-04-21,P18,50,72,0,55
2026-04-22,P18,55,65,0,55
2026-04-23,P18,46,125,0,55
2026-04-24,P18,50,94,0,55
2026-04-25,P18,72,104,0,55
2026-04-26,P18,70,68,0,55
2026-04-27,P18,41,78,0,55
2026-04-28,P18,47,98,0,55
2026-04-29,P18,47,87,0,55
2026-04-30,P18,56,90,0,55
2026-05-01,P18,57,102,0,55
2026-05-02,P18,74,108,0,55
2026-05-03,P18,54,51,0,55
2026-05-04,P18,49,135,0,55
2026-05-05,P18,54,115,0,55
2026-05-06,P18,42,92,0,55
2026-05-07,P18,39,95,0,55
2026-05-08,P18,53,76,0,55
2026-05-09,P18,62,103,0,55
2026-05-10,P18,67,77,0,55
2026-05-11,P18,56,57,0,55
2026-05-12,P18,52,103,0,55
2026-05-13,P18,54,83,0,55
2026-05-14,P18,44,60,0,55
2026-05-15,P18,55,77,0,55
2026-05-16,P18,65,73,0,55
2026-05-17,P18,61,126,0,55
2026-05-18,P18,48,107,0,55
2026-05-19,P18,56,130,0,55
2026-05-20,P18,31,98,0,55
2026-05-21,P18,48,81,0,55
2026-05-22,P18,53,53,0,55
2026-05-23,P18,52,84,0,55
2026-05-24,P18,76,127,0,55
2026-05-25,P18,49,82,0,55
2026-05-26,P18,44,88,0,55
2026-05-27,P18,48,49,0,55
2026-05-28,P18,64,65,0,55
2026-05-29,P18,59,92,0,55
2026-05-30,P18,78,112,0,55
2026-05-31,P18,64,95,0,55
2026-06-01,P18,57,102,0,55
2026-06-02,P18,45,135,0,55
2026-06-03,P18,69,99,0,55
2026-06-04,P18,50,107,0,55
2026-06-05,P18,53,103,0,55
2026-06-06,P18,58,64,0,55
2026-06-07,P18,47,71,0,55
2026-06-08,P18,31,123,0,55
2026-06-09,P18,51,132,0,55
2026-06-10,P18,42,53,0,55
2026-06-11,P18,50,93,0,55
2026-06-12,P18,50,64,0,55
2026-06-13,P18,58,78,0,55
2026-06-14,P18,62,80,0,55
2026-06-15,P18,49,44,0,55
2026-06-16,P18,52,66,0,55
2026-06-17,P18,49,77,0,55
2026-06-18,P18,49,67,0,55
2026-06-19,P18,54,75,0,55
2026-06-20,P18,55,79,0,55
2026-06-21,P18,47,64,0,55
2026-06-22,P18,43,59,0,55
2026-06-23,P18,55,105,0,55
2026-06-24,P18,47,67,0,55
2026-06-25,P18,59,60,0,55
2026-06-26,P18,43,82,0,55
2026-06-27,P18,63,87,0,55
2026-06-28,P18,49,54,0,55
2026-06-29,P18,65,81,0,55
2026-06-30,P18,52,102,0,55
2026-07-01,P18,50,101,0,55
2026-07-02,P18,49,82,0,55
2026-07-03,P18,73,128,1,55
2026-07-04,P18,60,117,1,55
2026-07-05,P18,63,97,0,55
2026-07-06,P18,53,124,0,55
2026-07-07,P18,55,71,0,55
2026-07-08,P18,40,69,0,55
2026-07-09,P18,61,61,0,55
2026-07-10,P18,51,126,1,55
2026-07-11,P18,81,85,1,55
2026-07-12,P18,54,126,0,55
2026-07-13,P18,40,93,0,55
2026-07-14,P18,32,56,0,55
2026-07-15,P18,50,58,0,55
2026-07-16,P18,45,97,0,55
2026-07-17,P18,74,73,1,55
2026-07-18,P18,71,82,1,55
2026-07-19,P18,73,132,0,55
2026-07-20,P18,52,81,0,55
2026-07-21,P18,45,136,0,55
2026-07-22,P18,54,103,0,55
2026-07-23,P18,55,131,0,55
2026-07-24,P18,46,61,1,55
2026-07-25,P18,67,110,1,55
2026-07-26,P18,75,103,0,55
2026-07-27,P18,52,79,0,55
2026-07-28,P18,53,75,0,55
2026-07-29,P18,54,49,0,55
2026-07-30,P18,63,93,0,55
2026-07-31,P18,52,76,1,55
2026-08-01,P18,55,89,0,55
2026-08-02,P18,64,122,0,55
2026-08-03,P18,60,55,0,55
2026-08-04,P18,53,97,0,55
2026-08-05,P18,62,85,0,55
2026-08-06,P18,50,70,0,55
2026-08-07,P18,43,129,0,55
2026-08-08,P18,62,113,0,55
2026-08-09,P18,62,86,0,55
2026-08-10,P18,44,72,0,55
2026-08-11,P18,48,106,0,55
2026-08-12,P18,48,78,0,55
2026-08-13,P18,61,133,0,55
2026-08-14,P18,54,83,0,55
2026-08-15,P18,74,94,1,55
2026-08-16,P18,71,110,1,55
2026-08-17,P18,59,117,1,55
2026-08-18,P18,52,80,0,55
2026-08-19,P18,54,53,0,55
2026-08-20,P18,40,71,0,55
2026-08-21,P18,69,111,0,55
2026-08-22,P18,65,135,0,55
2026-08-23,P18,58,76,0,55
2026-08-24,P18,44,97,0,55
2026-08-25,P18,57,86,0,55
2026-08-26,P18,48,82,0,55
2026-08-27,P18,43,62,0,55
2026-08-28,P18,64,130,0,55
2026-08-29,P18,69,110,0,55
2026-08-30,P18,65,60,0,55
2026-08-31,P18,51,77,0,55
2026-09-01,P18,64,100,0,55
2026-09-02,P18,58,63,0,55
2026-09-03,P18,61,77,0,55
2026-09-04,P18,50,121,0,55
2026-09-05,P18,62,88,0,55
2026-09-06,P18,60,61,0,55
2026-09-07,P18,50,64,0,55
2026-09-08,P18,56,84,0,55
2026-09-09,P18,65,91,0,55
2026-09-10,P18,39,118,0,55
2026-09-11,P18,61,73,0,55
2026-09-12,P18,63,99,0,55
2026-09-13,P18,55,95,0,55
2026-09-14,P18,34,56,0,55
2026-09-15,P18,61,74,0,55
2026-09-16,P18,44,73,0,55
2026-09-17,P18,36,125,0,55
2026-09-18,P18,57,98,0,55
2026-09-19,P18,60,99,0,55
2026-09-20,P18,58,111,0,55
2026-09-21,P18,57,99,0,55
2026-09-22,P18,41,72,0,55
2026-09-23,P18,48,108,0,55
2026-09-24,P18,44,60,0,55
2026-09-25,P18,47,75,0,55
2026-09-26,P18,62,130,0,55
2026-09-27,P18,60,114,0,55
2026-09-28,P18,53,76,0,55
2026-09-29,P18,51,122,0,55
2026-09-30,P18,44,74,0,55
2026-10-01,P18,54,65,0,55
2026-10-02,P18,74,94,1,55
2026-10-03,P18,81,95,1,55
2026-10-04,P18,52,58,0,55
2026-10-05,P18,31,97,0,55
2026-10-06,P18,43,63,0,55
2026-10-07,P18,51,79,0,55
2026-10-08,P18,49,123,0,55
2026-10-09,P18,70,77,1,55
2026-10-10,P18,82,113,1,55
2026-10-11,P18,56,79,0,55
2026-10-12,P18,50,97,0,55
2026-10-13,P18,57,68,0,55
2026-10-14,P18,45,97,0,55
2026-10-15,P18,55,59,0,55
2026-10-16,P18,74,104,1,55
2026-10-17,P18,77,111,1,55
2026-10-18,P18,59,129,0,55
2026-10-19,P18,35,80,0,55
2026-10-20,P18,112,142,1,55
2026-10-21,P18,104,135,1,55
2026-10-22,P18,119,142,1,55
2026-10-23,P18,108,107,1,55
2026-10-24,P18,129,148,1,55
2026-10-25,P18,103,121,1,55
2026-10-26,P18,51,71,0,55
2026-10-27,P18,48,139,0,55
2026-10-28,P18,69,84,0,55
2026-10-29,P18,61,89,0,55
2026-10-30,P18,76,107,1,55
2026-10-31,P18,81,112,1,55
2026-11-01,P18,106,114,1,55
2026-11-02,P18,94,100,1,55
2026-11-03,P18,107,121,1,55
2026-11-04,P18,68,101,0,55
2026-11-05,P18,55,113,0,55
2026-11-06,P18,45,64,0,55
2026-11-07,P18,57,66,0,55
2026-11-08,P18,67,117,0,55
2026-11-09,P18,54,84,0,55
2026-11-10,P18,60,82,0,55
2026-11-11,P18,63,122,0,55
2026-11-12,P18,63,67,0,55
2026-11-13,P18,49,74,0,55
2026-11-14,P18,57,84,0,55
2026-11-15,P18,56,72,0,55
2026-11-16,P18,50,121,0,55
2026-11-17,P18,46,86,0,55
2026-11-18,P18,45,81,0,55
2026-11-19,P18,55,66,0,55
2026-11-20,P18,51,98,0,55
2026-11-21,P18,65,102,0,55
2026-11-22,P18,67,106,0,55
2026-11-23,P18,44,74,0,55
2026-11-24,P18,50,122,0,55
2026-11-25,P18,54,83,0,55
2026-11-26,P18,46,79,0,55
2026-11-27,P18,50,123,0,55
2026-11-28,P18,60,125,0,55
2026-11-29,P18,76,136,0,55
2026-11-30,P18,52,94,0,55
2026-12-01,P18,59,91,0,55
2026-12-02,P18,59,90,0,55
2026-12-03,P18,64,113,0,55
2026-12-04,P18,63,132,0,55
2026-12-05,P18,67,89,0,55
2026-12-06,P18,64,69,0,55
2026-12-07,P18,59,78,0,55
2026-12-08,P18,52,70,0,55
2026-12-09,P18,51,116,0,55
2026-12-10,P18,37,67,0,55
2026-12-11,P18,57,114,0,55
2026-12-12,P18,72,103,0,55
2026-12-13,P18,65,89,0,55
2026-12-14,P18,46,45,0,55
2026-12-15,P18,52,62,0,55
2026-12-16,P18,50,59,0,55
2026-12-17,P18,48,83,0,55
2026-12-18,P18,58,133,0,55
2026-12-19,P18,66,83,0,55
2026-12-20,P18,65,110,0,55
2026-12-21,P18,48,126,0,55
2026-12-22,P18,62,84,0,55
2026-12-23,P18,42,46,0,55
2026-12-24,P18,68,100,0,55
2026-12-25,P18,39,64,0,55
2026-12-26,P18,63,69,0,55
2026-12-27,P18,60,125,0,55
2026-12-28,P18,46,126,0,55
2026-12-29,P18,64,95,0,55
2026-12-30,P18,53,59,0,55
2026-12-31,P18,69,105,0,55
2027-01-01,P18,60,120,0,55
2027-01-02,P18,56,109,0,55
2027-01-03,P18,58,67,0,55
2027-01-04,P18,47,65,0,55
2027-01-05,P18,44,60,0,55
2027-01-06,P18,48,107,0,55
2027-01-07,P18,56,72,0,55
2027-01-08,P18,55,123,0,55
2027-01-09,P18,52,87,0,55
2027-01-10,P18,62,84,0,55
2027-01-11,P18,42,49,0,55
2027-01-12,P18,38,58,0,55
2027-01-13,P18,79,92,1,55
2027-01-14,P18,68,134,1,55
2027-01-15,P18,83,116,1,55
2027-01-16,P18,99,122,1,55
2027-01-17,P18,68,91,0,55
2027-01-18,P18,37,63,0,55
2027-01-19,P18,46,67,0,55
2027-01-20,P18,52,68,0,55
2027-01-21,P18,43,108,0,55
2027-01-22,P18,45,102,0,55
2027-01-23,P18,61,83,0,55
2027-01-24,P18,63,97,0,55
2027-01-25,P18,40,83,0,55
2027-01-26,P18,55,121,0,55
2027-01-27,P18,43,137,0,55
2027-01-28,P18,62,71,0,55
2027-01-29,P18,54,117,0,55
2027-01-30,P18,71,98,0,55
2027-01-31,P18,61,139,0,55
2027-02-01,P18,61,133,0,55
2027-02-02,P18,45,108,0,55
2027-02-03,P18,52,76,0,55
2027-02-04,P18,54,91,0,55
2027-02-05,P18,52,111,0,55
2027-02-06,P18,61,85,0,55
2027-02-07,P18,55,104,0,55
2027-02-08,P18,53,98,0,55
2027-02-09,P18,56,101,0,55
2027-02-10,P18,52,77,0,55
2027-02-11,P18,33,42,0,55
2027-02-12,P18,50,61,0,55
2027-02-13,P18,59,81,0,55
2027-02-14,P18,48,75,0,55
2027-02-15,P18,33,92,0,55
2027-02-16,P18,57,135,0,55
2027-02-17,P18,50,68,0,55
2027-02-18,P18,51,66,0,55
2027-02-19,P18,48,88,0,55
2027-02-20,P18,57,78,0,55
2027-02-21,P18,54,134,0,55
2027-02-22,P18,45,44,0,55
2027-02-23,P18,54,83,0,55
2027-02-24,P18,47,63,0,55
2027-02-25,P18,50,73,0,55
2027-02-26,P18,50,135,0,55
2027-02-27,P18,57,89,0,55
2027-02-28,P18,54,58,0,55
2027-03-01,P18,49,67,0,55
2027-03-02,P18,56,52,0,55
2027-03-03,P18,56,77,0,55
2027-03-04,P18,50,101,0,55
2027-03-05,P18,52,72,1,55
2027-03-06,P18,68,100,1,55
2027-03-07,P18,62,99,0,55
2027-03-08,P18,47,133,0,55
2027-03-09,P18,44,125,0,55
2027-03-10,P18,60,124,0,55
2027-03-11,P18,41,129,0,55
2027-03-12,P18,78,100,1,55
2027-03-13,P18,58,86,1,55
2027-03-14,P18,57,136,0,55
2027-03-15,P18,44,131,0,55
2027-03-16,P18,41,101,0,55
2027-03-17,P18,48,69,0,55
2027-03-18,P18,56,62,0,55
2027-03-19,P18,63,90,1,55
2027-03-20,P18,73,128,1,55
2027-03-21,P18,51,67,0,55
2027-03-22,P18,45,62,0,55
2027-03-23,P18,46,72,0,55
2027-03-24,P18,56,120,0,55
2027-03-25,P18,45,78,0,55
2027-03-26,P18,76,134,1,55
2027-03-27,P18,79,110,1,55
2027-03-28,P18,63,92,0,55
2027-03-29,P18,47,54,0,55
2027-03-30,P18,61,126,0,55
2027-03-31,P18,48,70,0,55
2027-04-01,P18,51,81,0,55
2027-04-02,P18,50,78,0,55
2027-04-03,P18,55,128,0,55
2027-04-04,P18,65,66,0,55
2027-04-05,P18,48,111,0,55
2027-04-06,P18,55,65,0,55
2027-04-07,P18,52,53,0,55
2027-04-08,P18,44,60,0,55
2027-04-09,P18,43,68,0,55
2027-04-10,P18,74,84,0,55
2027-04-11,P18,61,112,0,55
2027-04-12,P18,42,46,0,55
2027-04-13,P18,52,80,0,55
2027-04-14,P18,46,52,0,55
2027-04-15,P18,50,78,0,55
2027-04-16,P18,44,61,0,55
2027-04-17,P18,81,106,0,55
2027-04-18,P18,59,87,0,55
2027-04-19,P18,46,73,0,55
2027-04-20,P18,55,89,0,55
2027-04-21,P18,42,122,0,55
2027-04-22,P18,44,119,0,55
2027-04-23,P18,55,123,0,55
2027-04-24,P18,64,129,0,55
2027-04-25,P18,58,117,0,55
2027-04-26,P18,40,112,0,55
2027-04-27,P18,41,58,0,55
2027-04-28,P18,45,67,0,55
2027-04-29,P18,55,138,0,55
2027-04-30,P18,65,81,0,55
2027-05-01,P18,74,86,0,55
2027-05-02,P18,57,83,0,55
2027-05-03,P18,40,135,0,55
2027-05-04,P18,50,110,0,55
2027-05-05,P18,36,69,0,55
2027-05-06,P18,49,59,0,55
2027-05-07,P18,59,93,0,55
2027-05-08,P18,71,77,0,55
2027-05-09,P18,66,87,0,55
2027-05-10,P18,51,112,0,55
2027-05-11,P18,48,60,0,55
2027-05-12,P18,46,117,0,55
2027-05-13,P18,52,108,0,55
2027-05-14,P18,63,138,0,55
2027-05-15,P18,66,86,0,55
2027-05-16,P18,46,43,0,55
2027-05-17,P18,57,96,0,55
2027-05-18,P18,48,83,0,55
2027-05-19,P18,45,72,0,55
2027-05-20,P18,49,59,0,55
2027-05-21,P18,58,131,0,55
2027-05-22,P18,73,80,0,55
2027-05-23,P18,50,65,0,55
2027-05-24,P18,33,80,0,55
2027-05-25,P18,58,85,0,55
2027-05-26,P18,48,84,0,55
2027-05-27,P18,62,92,0,55
2027-05-28,P18,54,119,0,55
2027-05-29,P18,64,128,0,55
2027-05-30,P18,51,54,0,55
2027-05-31,P18,54,95,0,55
2027-06-01,P18,53,116,0,55
2027-06-02,P18,60,82,0,55
2027-06-03,P18,69,91,0,55
2027-06-04,P18,57,84,0,55
2027-06-05,P18,67,98,0,55
2027-06-06,P18,52,86,0,55
2027-06-07,P18,52,112,0,55
2027-06-08,P18,57,59,0,55
2027-06-09,P18,35,77,0,55
2027-06-10,P18,60,67,0,55
2027-06-11,P18,50,57,0,55
2027-06-12,P18,66,65,0,55
2027-06-13,P18,59,61,0,55
2027-06-14,P18,44,55,0,55
2027-06-15,P18,49,76,0,55
2027-06-16,P18,51,62,0,55
2027-06-17,P18,65,80,0,55
2027-06-18,P18,62,65,0,55
2027-06-19,P18,69,97,0,55
2027-06-20,P18,52,139,0,55
2027-06-21,P18,46,118,0,55
2027-06-22,P18,47,98,0,55
2027-06-23,P18,56,85,0,55
2027-06-24,P18,67,95,0,55
2027-06-25,P18,41,71,0,55
2027-06-26,P18,56,105,0,55
2027-06-27,P18,62,94,0,55
2027-06-28,P18,42,64,0,55
2027-06-29,P18,57,111,0,55
2027-06-30,P18,47,76,0,55
2027-07-01,P18,49,107,0,55
2027-07-02,P18,90,100,1,55
2027-07-03,P18,83,80,1,55
2027-07-04,P18,54,83,0,55
2027-07-05,P18,42,112,0,55
2027-07-06,P18,43,114,0,55
2027-07-07,P18,44,94,0,55
2027-07-08,P18,51,48,0,55
2027-07-09,P18,65,131,1,55
2027-07-10,P18,64,108,1,55
2027-07-11,P18,61,69,0,55
2027-07-12,P18,48,110,0,55
2027-07-13,P18,41,110,0,55
2027-07-14,P18,42,53,0,55
2027-07-15,P18,54,64,0,55
2027-07-16,P18,55,126,1,55
2027-07-17,P18,70,83,1,55
2027-07-18,P18,55,105,0,55
2027-07-19,P18,50,118,0,55
2027-07-20,P18,37,114,0,55
2027-07-21,P18,46,129,0,55
2027-07-22,P18,42,130,0,55
2027-07-23,P18,63,91,1,55
2027-07-24,P18,73,85,1,55
2027-07-25,P18,52,92,0,55
2027-07-26,P18,53,74,0,55
2027-07-27,P18,46,124,0,55
2027-07-28,P18,52,77,0,55
2027-07-29,P18,54,138,0,55
2027-07-30,P18,71,93,1,55
2027-07-31,P18,76,137,1,55
2027-08-01,P18,66,127,0,55
2027-08-02,P18,43,67,0,55
2027-08-03,P18,58,77,0,55
2027-08-04,P18,44,106,0,55
2027-08-05,P18,45,135,0,55
2027-08-06,P18,49,83,0,55
2027-08-07,P18,62,87,0,55
2027-08-08,P18,57,100,0,55
2027-08-09,P18,51,114,0,55
2027-08-10,P18,40,138,0,55
2027-08-11,P18,49,83,0,55
2027-08-12,P18,45,79,0,55
2027-08-13,P18,54,70,0,55
2027-08-14,P18,56,81,0,55
2027-08-15,P18,82,107,1,55
2027-08-16,P18,72,71,1,55
2027-08-17,P18,67,77,1,55
2027-08-18,P18,41,65,0,55
2027-08-19,P18,56,82,0,55
2027-08-20,P18,57,77,0,55
2027-08-21,P18,70,85,0,55
2027-08-22,P18,54,50,0,55
2027-08-23,P18,51,56,0,55
2027-08-24,P18,48,103,0,55
2027-08-25,P18,67,132,0,55
2027-08-26,P18,65,93,0,55
2027-08-27,P18,50,125,0,55
2027-08-28,P18,65,120,0,55
2027-08-29,P18,61,97,0,55
2027-08-30,P18,51,80,0,55
2027-08-31,P18,48,93,0,55
2027-09-01,P18,57,95,0,55
2027-09-02,P18,44,60,0,55
2027-09-03,P18,68,95,0,55
2027-09-04,P18,58,94,0,55
2027-09-05,P18,47,71,0,55
2027-09-06,P18,43,56,0,55
2027-09-07,P18,47,135,0,55
2027-09-08,P18,49,99,0,55
2027-09-09,P18,63,76,0,55
2027-09-10,P18,61,60,0,55
2027-09-11,P18,71,110,0,55
2027-09-12,P18,54,94,0,55
2027-09-13,P18,45,85,0,55
2027-09-14,P18,45,104,0,55
2027-09-15,P18,70,105,0,55
2027-09-16,P18,62,58,0,55
2027-09-17,P18,61,118,0,55
2027-09-18,P18,49,127,0,55
2027-09-19,P18,66,100,0,55
2027-09-20,P18,46,78,0,55
2027-09-21,P18,41,69,0,55
2027-09-22,P18,49,45,0,55
2027-09-23,P18,63,105,0,55
2027-09-24,P18,52,66,0,55
2027-09-25,P18,51,70,0,55
2027-09-26,P18,57,59,0,55
2027-09-27,P18,61,78,0,55
2027-09-28,P18,61,95,0,55
2027-09-29,P18,60,92,0,55
2027-09-30,P18,57,73,0,55
2027-10-01,P18,68,80,1,55
2027-10-02,P18,85,123,1,55
2027-10-03,P18,54,122,0,55
2027-10-04,P18,58,117,0,55
2027-10-05,P18,51,107,0,55
2027-10-06,P18,55,79,0,55
2027-10-07,P18,51,69,0,55
2027-10-08,P18,67,77,1,55
2027-10-09,P18,79,105,1,55
2027-10-10,P18,46,68,0,55
2027-10-11,P18,44,93,0,55
2027-10-12,P18,57,87,0,55
2027-10-13,P18,49,45,0,55
2027-10-14,P18,41,63,0,55
2027-10-15,P18,68,101,1,55
2027-10-16,P18,72,125,1,55
2027-10-17,P18,70,127,0,55
2027-10-18,P18,49,83,0,55
2027-10-19,P18,47,96,0,55
2027-10-20,P18,92,117,1,55
2027-10-21,P18,105,129,1,55
2027-10-22,P18,126,135,1,55
2027-10-23,P18,114,127,1,55
2027-10-24,P18,133,157,1,55
2027-10-25,P18,103,115,1,55
2027-10-26,P18,54,76,0,55
2027-10-27,P18,51,120,0,55
2027-10-28,P18,52,86,0,55
2027-10-29,P18,74,82,1,55
2027-10-30,P18,86,136,1,55
2027-10-31,P18,58,82,0,55
2027-11-01,P18,98,130,1,55
2027-11-02,P18,83,95,1,55
2027-11-03,P18,96,125,1,55
2027-11-04,P18,56,75,0,55
2027-11-05,P18,57,72,0,55
2027-11-06,P18,70,124,0,55
2027-11-07,P18,50,65,0,55
2027-11-08,P18,42,45,0,55
2027-11-09,P18,56,86,0,55
2027-11-10,P18,54,95,0,55
2027-11-11,P18,53,96,0,55
2027-11-12,P18,58,70,0,55
2027-11-13,P18,57,81,0,55
2027-11-14,P18,50,129,0,55
2027-11-15,P18,45,103,0,55
2027-11-16,P18,52,88,0,55
2027-11-17,P18,55,76,0,55
2027-11-18,P18,40,90,0,55
2027-11-19,P18,60,82,0,55
2027-11-20,P18,54,135,0,55
2027-11-21,P18,55,126,0,55
2027-11-22,P18,49,113,0,55
2027-11-23,P18,41,63,0,55
2027-11-24,P18,61,95,0,55
2027-11-25,P18,49,105,0,55
2027-11-26,P18,63,136,0,55
2027-11-27,P18,60,110,0,55
2027-11-28,P18,56,69,0,55
2027-11-29,P18,60,65,0,55
2027-11-30,P18,53,134,0,55
2027-12-01,P18,52,130,0,55
2027-12-02,P18,54,103,0,55
2027-12-03,P18,57,123,0,55
2027-12-04,P18,65,120,0,55
2027-12-05,P18,59,79,0,55
2027-12-06,P18,44,112,0,55
2027-12-07,P18,58,103,0,55
2027-12-08,P18,57,79,0,55
2027-12-09,P18,59,70,0,55
2027-12-10,P18,66,62,0,55
2027-12-11,P18,64,68,0,55
2027-12-12,P18,70,77,0,55
2027-12-13,P18,47,102,0,55
2027-12-14,P18,51,78,0,55
2027-12-15,P18,56,83,0,55
2027-12-16,P18,56,87,0,55
2027-12-17,P18,47,92,0,55
2027-12-18,P18,79,94,0,55
2027-12-19,P18,54,104,0,55
2027-12-20,P18,42,46,0,55
2027-12-21,P18,41,50,0,55
